ID,X,Y
7569,37.63033212516193,-120.34964883502114
7572,39.9386016940806,-122.14140149156368
7595,40.64315679395449,-124.2941867185158
7597,41.72733728226474,-123.9780065075721
7603,41.22603797407032,-122.92624316251172
7604,36.54038140954642,-119.26894430945224
7612,34.81421456536405,-119.45849041780146
7616,37.100002796838304,-120.89574666833468
7637,34.33214599785305,-118.97715173881808
7646,35.27635666282471,-118.69406546254444
7670,34.095523580801704,-116.95949221645792
7673,35.90775203345979,-116.66917272754792
7681,34.47673583930511,-118.11794625828745
7697,32.61331554129123,-116.20706533790424
7704,41.44718783233979,-120.36394105538837
7707,40.80113854170855,-120.30795485505882
7709,33.21284756521607,-116.4241114186337
7710,41.13262273386314,-123.09522568980232
7716,35.28478664307806,-118.896373534067
7778,35.298838212309406,-115.48128028000288
7791,36.99600290392782,-120.02410898851528
7797,33.16804075868218,-117.21871582020196
7804,33.05568529115688,-115.56136717280836
7812,35.54617907476512,-121.07343037508844
7819,39.23025344952904,-120.07139536838656
7835,40.60143043429787,-122.22210409007242
7839,39.414032713768016,-121.04097341858764
7877,33.51083484317472,-115.89843970234108
7883,39.69724243094416,-122.2451823933114
7899,33.68586667701947,-116.15800221150292
7914,38.17080963922621,-121.80612183001068
7922,37.70116705054244,-122.41070150085328
7926,34.2468225715231,-116.80511777496486
7934,36.4849841609336,-121.4456562973104
7948,36.52974422561272,-117.91274596274629
7961,37.7378579339187,-121.53132471323734
7973,36.38115424816828,-121.34949133355856
7985,37.55953542448231,-121.9014348606639
7991,33.23466603425665,-117.2006700197492
7994,38.477018158928935,-121.67563084233478
7997,36.61966298574005,-119.98914189695536
8008,39.50610548128974,-122.06529651253922
8022,36.8368419584708,-120.00453636815632
8023,37.79129083131894,-121.31210921950708
8024,34.159951171542964,-118.39647937167936
8041,34.33752675484423,-116.56131891880064
8107,38.24269520756278,-121.88708002008696
8115,37.17556698373324,-122.36630955841537
8121,38.09921995266527,-122.57409999146958
8182,34.69022958309952,-117.97806996972052
8184,34.65236209648407,-116.94900797086888
8198,38.618783090574645,-123.28573425456705
8246,37.32927553074213,-119.96658026065292
8257,41.85133823196994,-123.38816799110502
8267,33.81887974332529,-117.92780843677936
8299,38.2572385613597,-121.73509499912144
8317,36.9687545904096,-121.7194587075649
8323,39.14673991604035,-122.89481177549544
8326,36.00197865986158,-117.93333860523026
8331,37.20298077257495,-119.55445896354108
8354,37.39207847788796,-120.68625484090909
8365,34.09306946729762,-117.30985698829238
8370,40.51407399578804,-122.03108630299312
8378,32.7426537431387,-117.12715501522148
8422,33.774611453324816,-116.174919916119
8423,37.95397469751597,-121.9341184857013
8434,36.370065495039206,-120.10326905719576
8467,38.690512385684585,-121.07871124334574
8469,41.694184163539546,-124.1128740777984
